"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.w1","Input.w2","Input.w3","Input.w4","Input.w5","Input.w6","Input.w7","Input.w8","Input.w9","Input.w10","Input.w11","Input.w12","Input.w13","Input.w14","Input.w15","Input.w16","Input.w17","Input.w18","Input.w19","Input.w20","Input.w21","Input.w22","Input.w23","Input.w24","Input.w25","Input.c1","Input.c2","Input.c3","Input.c4","Input.c5","Input.c6","Input.c7","Input.c8","Input.c9","Input.c10","Input.c11","Input.c12","Input.c13","Input.c14","Input.c15","Input.c16","Input.c17","Input.c18","Input.c19","Input.c20","Input.c21","Input.c22","Input.c23","Input.c24","Input.c25","Answer.clue","Answer.count","Answer.target_1","Answer.target_2","Answer.target_3","Answer.target_4","Answer.target_5","Approve","Reject"
"3XAOZ9UYS5IY99XNNPXPLWMMA91Q1U","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","3018Q3ZVOPHX2INHMPKJP7KIHQFRAF","A12EO8AAUDZIU8","Submitted","Tue Jan 25 00:13:54 PST 2022","Tue Jan 25 00:22:32 PST 2022","Fri Jan 28 00:22:32 PST 2022","","","","518","100% (138/138)","0% (0/0)","0% (0/0)","HOOD","CODE","LITTER","SPIKE","BEAR","BOMB","POISON","BUG","KNIFE","ROULETTE","BELT","PIE","DRAGON","BAR","BRIDGE","MODEL","MATCH","BOARD","FAIR","BUCK","PRINCESS","MICROSCOPE","BERLIN","RAY","CENTER","#ff9187","#ffffff","#ffffff","#ffffff","#ff9187","#ffffff","#ffffff","#87ff8d","#ffffff","#ffffff","#ff9187","#87ff8d","#ff9187","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ff9187","Science","4","code","match","microscope","berlin",""
"3XAOZ9UYS5IY99XNNPXPLWMMA91Q1U","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","338JKRMM2DQKDO9EQK8PB3ICUHFHA6","A2ZT2Z0LQ05EGZ","Submitted","Mon Jan 24 23:52:01 PST 2022","Mon Jan 24 23:55:22 PST 2022","Thu Jan 27 23:55:22 PST 2022","","","","201","0% (0/0)","0% (0/0)","0% (0/0)","HOOD","CODE","LITTER","SPIKE","BEAR","BOMB","POISON","BUG","KNIFE","ROULETTE","BELT","PIE","DRAGON","BAR","BRIDGE","MODEL","MATCH","BOARD","FAIR","BUCK","PRINCESS","MICROSCOPE","BERLIN","RAY","CENTER","#ff9187","#ffffff","#ffffff","#ffffff","#ff9187","#ffffff","#ffffff","#87ff8d","#ffffff","#ffffff","#ff9187","#87ff8d","#ff9187","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ff9187","pretty","3","model","princess","fair","",""
"3XAOZ9UYS5IY99XNNPXPLWMMA91Q1U","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","3FE7TXL1LPE8LEDDWV24EZRF9GLQ26","AHXHM1PQTRWIQ","Submitted","Tue Jan 25 00:11:53 PST 2022","Tue Jan 25 00:23:29 PST 2022","Fri Jan 28 00:23:29 PST 2022","","","","696","100% (1237/1237)","0% (0/0)","0% (0/0)","HOOD","CODE","LITTER","SPIKE","BEAR","BOMB","POISON","BUG","KNIFE","ROULETTE","BELT","PIE","DRAGON","BAR","BRIDGE","MODEL","MATCH","BOARD","FAIR","BUCK","PRINCESS","MICROSCOPE","BERLIN","RAY","CENTER","#ff9187","#ffffff","#ffffff","#ffffff","#ff9187","#ffffff","#ffffff","#87ff8d","#ffffff","#ffffff","#ff9187","#87ff8d","#ff9187","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ff9187","female","2","PRINCESS","MODEL","","",""
"3XAOZ9UYS5IY99XNNPXPLWMMA91Q1U","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","3LBXNTKX0YM3UVZO3ICBIUVMCPH9XD","AZCGF2D7QIO10","Submitted","Tue Jan 25 00:00:20 PST 2022","Tue Jan 25 00:06:32 PST 2022","Fri Jan 28 00:06:32 PST 2022","","","","372","0% (0/0)","0% (0/0)","0% (0/0)","HOOD","CODE","LITTER","SPIKE","BEAR","BOMB","POISON","BUG","KNIFE","ROULETTE","BELT","PIE","DRAGON","BAR","BRIDGE","MODEL","MATCH","BOARD","FAIR","BUCK","PRINCESS","MICROSCOPE","BERLIN","RAY","CENTER","#ff9187","#ffffff","#ffffff","#ffffff","#ff9187","#ffffff","#ffffff","#87ff8d","#ffffff","#ffffff","#ff9187","#87ff8d","#ff9187","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ff9187","South","4","Pie","Fair","Buck","Bug",""
"3XAOZ9UYS5IY99XNNPXPLWMMA91Q1U","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","3TPWUS5F8GSQ3T115XQGI1IN98FCW5","AKQAI78JTXXC9","Submitted","Tue Jan 25 00:11:22 PST 2022","Tue Jan 25 00:12:08 PST 2022","Fri Jan 28 00:12:08 PST 2022","","","","46","100% (6/6)","0% (0/0)","0% (0/0)","HOOD","CODE","LITTER","SPIKE","BEAR","BOMB","POISON","BUG","KNIFE","ROULETTE","BELT","PIE","DRAGON","BAR","BRIDGE","MODEL","MATCH","BOARD","FAIR","BUCK","PRINCESS","MICROSCOPE","BERLIN","RAY","CENTER","#ff9187","#ffffff","#ffffff","#ffffff","#ff9187","#ffffff","#ffffff","#87ff8d","#ffffff","#ffffff","#ff9187","#87ff8d","#ff9187","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ff9187","attractive","2","model","princess","","",""
"30U1YOGZHGN4EKSCVM6PHY2WHUPSDB","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","31Z0PCVWUR6SZV2BJBDUFVJA4367TH","A1FA3QRISJ1RIP","Submitted","Tue Jan 25 00:08:45 PST 2022","Tue Jan 25 00:15:30 PST 2022","Fri Jan 28 00:15:30 PST 2022","","","","405","100% (2/2)","100% (2/2)","0% (0/0)","BUGLE","POUND","THUMB","BERRY","RACKET","BERLIN","SHOE","DISEASE","PASS","STRING","PLOT","MILLIONAIRE","WITCH","HELICOPTER","NURSE","ROUND","NET","KING","GREEN","FIELD","CROSS","TAIL","YARD","FALL","BOTTLE","#ffffff","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ffffff","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ffffff","#ff9187","#ff9187","#ff9187","#ff9187","#ffffff","#ff9187","#ffffff","#87ff8d","#ffffff","#ffffff","#87ff8d","dog","2","POUND","TAIL","","",""
"30U1YOGZHGN4EKSCVM6PHY2WHUPSDB","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","33IZTU6J88SLZAVNCOC2ZP0C4D5SX6","A2ZT2Z0LQ05EGZ","Submitted","Mon Jan 24 23:55:23 PST 2022","Mon Jan 24 23:57:11 PST 2022","Thu Jan 27 23:57:11 PST 2022","","","","108","0% (0/0)","0% (0/0)","0% (0/0)","BUGLE","POUND","THUMB","BERRY","RACKET","BERLIN","SHOE","DISEASE","PASS","STRING","PLOT","MILLIONAIRE","WITCH","HELICOPTER","NURSE","ROUND","NET","KING","GREEN","FIELD","CROSS","TAIL","YARD","FALL","BOTTLE","#ffffff","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ffffff","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ffffff","#ff9187","#ff9187","#ff9187","#ff9187","#ffffff","#ff9187","#ffffff","#87ff8d","#ffffff","#ffffff","#87ff8d","money","2","pound","millionaire","","",""
"30U1YOGZHGN4EKSCVM6PHY2WHUPSDB","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","3A9AA95AT3DFKZVLE1PDC14HOUR5PW","AKQAI78JTXXC9","Submitted","Tue Jan 25 00:13:16 PST 2022","Tue Jan 25 00:15:11 PST 2022","Fri Jan 28 00:15:11 PST 2022","","","","115","100% (6/6)","0% (0/0)","0% (0/0)","BUGLE","POUND","THUMB","BERRY","RACKET","BERLIN","SHOE","DISEASE","PASS","STRING","PLOT","MILLIONAIRE","WITCH","HELICOPTER","NURSE","ROUND","NET","KING","GREEN","FIELD","CROSS","TAIL","YARD","FALL","BOTTLE","#ffffff","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ffffff","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ffffff","#ff9187","#ff9187","#ff9187","#ff9187","#ffffff","#ff9187","#ffffff","#87ff8d","#ffffff","#ffffff","#87ff8d","smart","2","millionaire","plot","","",""
"30U1YOGZHGN4EKSCVM6PHY2WHUPSDB","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","3MH9DQ75733QS1S1CJ7YQ4I5MKWGUK","AZCGF2D7QIO10","Submitted","Tue Jan 25 00:08:45 PST 2022","Tue Jan 25 00:11:37 PST 2022","Fri Jan 28 00:11:37 PST 2022","","","","172","0% (0/0)","0% (0/0)","0% (0/0)","BUGLE","POUND","THUMB","BERRY","RACKET","BERLIN","SHOE","DISEASE","PASS","STRING","PLOT","MILLIONAIRE","WITCH","HELICOPTER","NURSE","ROUND","NET","KING","GREEN","FIELD","CROSS","TAIL","YARD","FALL","BOTTLE","#ffffff","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ffffff","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ffffff","#ff9187","#ff9187","#ff9187","#ff9187","#ffffff","#ff9187","#ffffff","#87ff8d","#ffffff","#ffffff","#87ff8d","Hand","5","Thumb","Racket","Bottle","Berry","String"
"30U1YOGZHGN4EKSCVM6PHY2WHUPSDB","3JOPS26JUN25JPCUX718J88T4OJ7YH","Codenames","After answering personaility tests, play a round of a language game","language, game, personality, culture","$0.15","Mon Jan 24 23:44:17 PST 2022","5","BatchId:4655476;OriginalHitTemplateId:928390828;","7200","259200","Mon Jan 31 23:44:17 PST 2022","","","3Y54SXRO1SCUX6E7WJ65PNXUCE3UT6","AHXHM1PQTRWIQ","Submitted","Tue Jan 25 00:03:29 PST 2022","Tue Jan 25 00:11:48 PST 2022","Fri Jan 28 00:11:48 PST 2022","","","","499","100% (1237/1237)","0% (0/0)","0% (0/0)","BUGLE","POUND","THUMB","BERRY","RACKET","BERLIN","SHOE","DISEASE","PASS","STRING","PLOT","MILLIONAIRE","WITCH","HELICOPTER","NURSE","ROUND","NET","KING","GREEN","FIELD","CROSS","TAIL","YARD","FALL","BOTTLE","#ffffff","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#87ff8d","#ffffff","#ff9187","#ff9187","#87ff8d","#87ff8d","#87ff8d","#ff9187","#ffffff","#ff9187","#ff9187","#ff9187","#ff9187","#ffffff","#ff9187","#ffffff","#87ff8d","#ffffff","#ffffff","#87ff8d","bodyparts","2","THUMB","TAIL","","",""
